element_id,row_type,parent_id,screen_id,screen,source_path,source_symbol_or_requirement,implementation_status,component_id,variant,states,light_dark_token_roles,layout_id,pattern_id,placement,interaction_contract,accessibility_contract,copy_key,english,romanian,spec_anchor,verification_scenario
C:S39-A09-V02,variant,C:S39-A09,S39,Customer report,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S39-A09,implemented,C05,Re-create missing PDF,Draft/current/superseded/void notice/voided original; missing/failed photo/PDF; generating,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L10,P01,Primary footer or current review/section commit named Retry generation / Re-create missing PDF; conditional variants never shown simultaneously as competing primary actions.,Variant “Re-create missing PDF” of C:S39-A09. New labelled rendition for missing bytes; selected missing photo blocks faithful output unless corrected/recovered.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s39_a09_v02,Re-create missing PDF,Recreează PDF lipsă,action-c-s39-a09-v02,T-C-S39-A09-V02: exercise this exact variant in its applicable state; inherit parent guards.
C:S39-A10-V01,variant,C:S39-A10,S39,Customer report,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S39-A10,implemented,C07,Back,Draft/current/superseded/void notice/voided original; missing/failed photo/PDF; generating,color.action;color.focus;color.disabledText;color.surface,L10,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Variant “Back” of C:S39-A10. Exact final or draft caller; draft mode has no external export path.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s39_a10_v01,Back,Înapoi,action-c-s39-a10-v01,T-C-S39-A10-V01: exercise this exact variant in its applicable state; inherit parent guards.
C:S39-A10-V02,variant,C:S39-A10,S39,Customer report,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S39-A10,implemented,C07,Return to editing,Draft/current/superseded/void notice/voided original; missing/failed photo/PDF; generating,color.action;color.focus;color.disabledText;color.surface,L10,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Variant “Return to editing” of C:S39-A10. Exact final or draft caller; draft mode has no external export path.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s39_a10_v02,Return to editing,Înapoi la editare,action-c-s39-a10-v02,T-C-S39-A10-V02: exercise this exact variant in its applicable state; inherit parent guards.
C:S40-A02-V01,variant,C:S40-A02,S40,History,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S40-A02,implemented,C30,Date range,Global/customer/site/equipment; empty/no-match/error; void/superseded/error-marked notes,color.surfaceRaised;color.textPrimary;color.textSecondary;color.action;color.selection;color.outlineControl;color.errorInk;color.focus,L08,P13,Named Date range / Clear field/selector in S40 content order; error directly below; see individual field ledger.,Variant “Date range” of C:S40-A02. Valid From/To only; no silently accepted reversed range.,Use C30 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s40_a02_v01,Date range,Interval de date,action-c-s40-a02-v01,T-C-S40-A02-V01: exercise this exact variant in its applicable state; inherit parent guards.
C:S40-A02-V02,variant,C:S40-A02,S40,History,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S40-A02,implemented,C30,Clear,Global/customer/site/equipment; empty/no-match/error; void/superseded/error-marked notes,color.surfaceRaised;color.textPrimary;color.textSecondary;color.action;color.selection;color.outlineControl;color.errorInk;color.focus,L08,P13,Named Date range / Clear field/selector in S40 content order; error directly below; see individual field ledger.,Variant “Clear” of C:S40-A02. Valid From/To only; no silently accepted reversed range.,Use C30 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s40_a02_v02,Clear,Șterge,action-c-s40-a02-v02,T-C-S40-A02-V02: exercise this exact variant in its applicable state; inherit parent guards.
I:X05-A02-V01,variant,I:X05-A02,X05,Outbox,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C17,Search,Empty/no results; selected/unselected; Draft/Dispatched/Concluded; mixed/ineligible,color.surface;color.textPrimary;color.textSecondary;color.icon;color.outlineDecorative;color.focus,L03,P03,Full-width search below toolbar.,Variant “Search” of I:X05-A02. Customer/site/reference filtering; selection intersects visible IDs.,Use C17 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x05_a02_v01,Search,Caută,action-i-x05-a02-v01,T-I-X05-A02-V01: exercise this exact variant in its applicable state; inherit parent guards.
I:X05-A02-V02,variant,I:X05-A02,X05,Outbox,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C17,Clear,Empty/no results; selected/unselected; Draft/Dispatched/Concluded; mixed/ineligible,color.surface;color.textPrimary;color.textSecondary;color.icon;color.outlineDecorative;color.focus,L03,P03,Full-width search below toolbar.,Variant “Clear” of I:X05-A02. Customer/site/reference filtering; selection intersects visible IDs.,Use C17 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x05_a02_v02,Clear,Șterge,action-i-x05-a02-v02,T-I-X05-A02-V02: exercise this exact variant in its applicable state; inherit parent guards.
I:X05-A04-V01,variant,I:X05-A04,X05,Outbox,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C30,Date filter,Empty/no results; selected/unselected; Draft/Dispatched/Concluded; mixed/ineligible,color.surfaceRaised;color.textPrimary;color.textSecondary;color.action;color.selection;color.outlineControl;color.errorInk;color.focus,L03,P13,Right date filter; custom range in its selector.,Variant “Date filter” of I:X05-A04. Today/Tomorrow/ISO week/next7/custom/all; malformed range gets explicit field error.,Use C30 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x05_a04_v01,Date filter,Filtru dată,action-i-x05-a04-v01,T-I-X05-A04-V01: exercise this exact variant in its applicable state; inherit parent guards.
I:X05-A04-V02,variant,I:X05-A04,X05,Outbox,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C30,custom from-through,Empty/no results; selected/unselected; Draft/Dispatched/Concluded; mixed/ineligible,color.surfaceRaised;color.textPrimary;color.textSecondary;color.action;color.selection;color.outlineControl;color.errorInk;color.focus,L03,P13,Right date filter; custom range in its selector.,Variant “custom from-through” of I:X05-A04. Today/Tomorrow/ISO week/next7/custom/all; malformed range gets explicit field error.,Use C30 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x05_a04_v02,custom from-through,de la-până la,action-i-x05-a04-v02,T-I-X05-A04-V02: exercise this exact variant in its applicable state; inherit parent guards.
I:X05-A07-V01,variant,I:X05-A07,X05,Outbox,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Select all shown,Empty/no results; selected/unselected; Draft/Dispatched/Concluded; mixed/ineligible,color.action;color.focus;color.disabledText;color.surface,L03,P01,Count header trailing Select all shown/Deselect all shown.,Variant “Select all shown” of I:X05-A07. Only currently visible; hidden records never targeted.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x05_a07_v01,Select all shown,Selectează toate afișate,action-i-x05-a07-v01,T-I-X05-A07-V01: exercise this exact variant in its applicable state; inherit parent guards.
I:X05-A07-V02,variant,I:X05-A07,X05,Outbox,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Deselect all shown,Empty/no results; selected/unselected; Draft/Dispatched/Concluded; mixed/ineligible,color.action;color.focus;color.disabledText;color.surface,L03,P01,Count header trailing Select all shown/Deselect all shown.,Variant “Deselect all shown” of I:X05-A07. Only currently visible; hidden records never targeted.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x05_a07_v02,Deselect all shown,Deselectează toate afișate,action-i-x05-a07-v02,T-I-X05-A07-V02: exercise this exact variant in its applicable state; inherit parent guards.
I:X06-A03-V01,variant,I:X06-A03,X06,Dispatch visit editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C30,Appointment time,New/Draft/Dispatched; itemless draft; Concluded read-only; dirty/error/stale,color.surfaceRaised;color.textPrimary;color.textSecondary;color.action;color.selection;color.outlineControl;color.errorInk;color.focus,L05,P13,Named Appointment time / Clear field/selector in X06 content order; error directly below; see individual field ledger.,"Variant “Appointment time” of I:X06-A03. Optional explicit local time; blank is date-only, not midnight.",Use C30 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x06_a03_v01,Appointment time,Ora programării,action-i-x06-a03-v01,T-I-X06-A03-V01: exercise this exact variant in its applicable state; inherit parent guards.
I:X06-A03-V02,variant,I:X06-A03,X06,Dispatch visit editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C30,Clear,New/Draft/Dispatched; itemless draft; Concluded read-only; dirty/error/stale,color.surfaceRaised;color.textPrimary;color.textSecondary;color.action;color.selection;color.outlineControl;color.errorInk;color.focus,L05,P13,Named Appointment time / Clear field/selector in X06 content order; error directly below; see individual field ledger.,"Variant “Clear” of I:X06-A03. Optional explicit local time; blank is date-only, not midnight.",Use C30 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x06_a03_v02,Clear,Șterge,action-i-x06-a03-v02,T-I-X06-A03-V02: exercise this exact variant in its applicable state; inherit parent guards.
I:X06-A04-V01,variant,I:X06-A04,X06,Dispatch visit editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C30,Time zone,New/Draft/Dispatched; itemless draft; Concluded read-only; dirty/error/stale,color.surfaceRaised;color.textPrimary;color.textSecondary;color.action;color.selection;color.outlineControl;color.errorInk;color.focus,L05,P13,Named Time zone / Change field/selector in X06 content order; error directly below; see individual field ledger.,"Variant “Time zone” of I:X06-A04. Valid IANA ZoneId; display readable zone, retain stored meaning.",Use C30 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x06_a04_v01,Time zone,Fus orar,action-i-x06-a04-v01,T-I-X06-A04-V01: exercise this exact variant in its applicable state; inherit parent guards.
I:X06-A04-V02,variant,I:X06-A04,X06,Dispatch visit editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C30,Change,New/Draft/Dispatched; itemless draft; Concluded read-only; dirty/error/stale,color.surfaceRaised;color.textPrimary;color.textSecondary;color.action;color.selection;color.outlineControl;color.errorInk;color.focus,L05,P13,Named Time zone / Change field/selector in X06 content order; error directly below; see individual field ledger.,"Variant “Change” of I:X06-A04. Valid IANA ZoneId; display readable zone, retain stored meaning.",Use C30 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x06_a04_v02,Change,Schimbă,action-i-x06-a04-v02,T-I-X06-A04-V02: exercise this exact variant in its applicable state; inherit parent guards.
I:X06-A12-V01,variant,I:X06-A12,X06,Dispatch visit editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Save draft,New/Draft/Dispatched; itemless draft; Concluded read-only; dirty/error/stale,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L05,P01,Primary footer or current review/section commit named Save draft / Save changes; conditional variants never shown simultaneously as competing primary actions.,Variant “Save draft” of I:X06-A12. Validate site/teams/people/date/time/zone/current freshness; atomically write parent/items/assignees.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x06_a12_v01,Save draft,Salvează ciorna,action-i-x06-a12-v01,T-I-X06-A12-V01: exercise this exact variant in its applicable state; inherit parent guards.
I:X06-A12-V02,variant,I:X06-A12,X06,Dispatch visit editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Save changes,New/Draft/Dispatched; itemless draft; Concluded read-only; dirty/error/stale,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L05,P01,Primary footer or current review/section commit named Save draft / Save changes; conditional variants never shown simultaneously as competing primary actions.,Variant “Save changes” of I:X06-A12. Validate site/teams/people/date/time/zone/current freshness; atomically write parent/items/assignees.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x06_a12_v02,Save changes,Salvează modificările,action-i-x06-a12-v02,T-I-X06-A12-V02: exercise this exact variant in its applicable state; inherit parent guards.
I:X06-A15-V01,variant,I:X06-A15,X06,Dispatch visit editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C20,Back,New/Draft/Dispatched; itemless draft; Concluded read-only; dirty/error/stale,color.surfaceRaised;color.textPrimary;color.textSecondary;color.action;color.errorInk;color.destructive;color.onDestructive;color.focus,L05,P10,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Variant “Back” of I:X06-A15. Guard unsaved parent staging; no data mutation on open/cancel.,Use C20 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x06_a15_v01,Back,Înapoi,action-i-x06-a15-v01,T-I-X06-A15-V01: exercise this exact variant in its applicable state; inherit parent guards.
I:X06-A15-V02,variant,I:X06-A15,X06,Dispatch visit editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C20,Keep editing,New/Draft/Dispatched; itemless draft; Concluded read-only; dirty/error/stale,color.surfaceRaised;color.textPrimary;color.textSecondary;color.action;color.errorInk;color.destructive;color.onDestructive;color.focus,L05,P10,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Variant “Keep editing” of I:X06-A15. Guard unsaved parent staging; no data mutation on open/cancel.,Use C20 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x06_a15_v02,Keep editing,Continuă editarea,action-i-x06-a15-v02,T-I-X06-A15-V02: exercise this exact variant in its applicable state; inherit parent guards.
I:X06-A15-V03,variant,I:X06-A15,X06,Dispatch visit editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C20,Discard changes,New/Draft/Dispatched; itemless draft; Concluded read-only; dirty/error/stale,color.surfaceRaised;color.textPrimary;color.textSecondary;color.action;color.errorInk;color.destructive;color.onDestructive;color.focus,L05,P10,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Variant “Discard changes” of I:X06-A15. Guard unsaved parent staging; no data mutation on open/cancel.,Use C20 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x06_a15_v03,Discard changes,Renunță la modificări,action-i-x06-a15-v03,T-I-X06-A15-V03: exercise this exact variant in its applicable state; inherit parent guards.
I:X09-A05-V01,variant,I:X09-A05,X09,Dispatch work-item editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C13,Assignee row,New/edit; missing equipment/title; malformed due; everyone/explicit subset,color.action;color.onAction;color.outlineControl;color.textPrimary;color.textSecondary;color.focus;color.disabledText,L05,P04,Labelled choice/selection group named Assignee row / Everyone in X09; option toggles retain group/parent context.,Variant “Assignee row” of I:X09-A05. Explicit selected IDs from parent participants; empty IDs means Everyone on selected Teams.,Use C13 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x09_a05_v01,Assignee row,Responsabil,action-i-x09-a05-v01,T-I-X09-A05-V01: exercise this exact variant in its applicable state; inherit parent guards.
I:X09-A05-V02,variant,I:X09-A05,X09,Dispatch work-item editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C13,Everyone,New/edit; missing equipment/title; malformed due; everyone/explicit subset,color.action;color.onAction;color.outlineControl;color.textPrimary;color.textSecondary;color.focus;color.disabledText,L05,P04,Labelled choice/selection group named Assignee row / Everyone in X09; option toggles retain group/parent context.,Variant “Everyone” of I:X09-A05. Explicit selected IDs from parent participants; empty IDs means Everyone on selected Teams.,Use C13 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x09_a05_v02,Everyone,Toți,action-i-x09-a05-v02,T-I-X09-A05-V02: exercise this exact variant in its applicable state; inherit parent guards.
I:X11-A06-V01,variant,I:X11-A06,X11,Import work package,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Choose another,Invalid/unsupported; not assigned; leader-visible; current/older; conflict; update/withdrawal; mixed safe/blocked,color.action;color.focus;color.disabledText;color.surface,L09,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Variant “Choose another” of I:X11-A06. No mutation before Apply; result navigation never replays import.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x11_a06_v01,Choose another,Alege alt fișier,action-i-x11-a06-v01,T-I-X11-A06-V01: exercise this exact variant in its applicable state; inherit parent guards.
I:X11-A06-V02,variant,I:X11-A06,X11,Import work package,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Back,Invalid/unsupported; not assigned; leader-visible; current/older; conflict; update/withdrawal; mixed safe/blocked,color.action;color.focus;color.disabledText;color.surface,L09,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Variant “Back” of I:X11-A06. No mutation before Apply; result navigation never replays import.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x11_a06_v02,Back,Înapoi,action-i-x11-a06-v02,T-I-X11-A06-V02: exercise this exact variant in its applicable state; inherit parent guards.
I:X15-A01-V01,variant,I:X15-A01,X15,Conclude/reopen review,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Mark concluded,Eligible; mixed/invalid excluded; committing; failure,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L11,P01,Primary footer or current review/section commit named Mark concluded / Reopen; conditional variants never shown simultaneously as competing primary actions.,Variant “Mark concluded” of I:X15-A01. Revalidate homogeneous selection and apply atomically; no technician-device mutation.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x15_a01_v01,Mark concluded,Marchează ca încheiate,action-i-x15-a01-v01,T-I-X15-A01-V01: exercise this exact variant in its applicable state; inherit parent guards.
I:X15-A01-V02,variant,I:X15-A01,X15,Conclude/reopen review,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Reopen,Eligible; mixed/invalid excluded; committing; failure,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L11,P01,Primary footer or current review/section commit named Mark concluded / Reopen; conditional variants never shown simultaneously as competing primary actions.,Variant “Reopen” of I:X15-A01. Revalidate homogeneous selection and apply atomically; no technician-device mutation.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x15_a01_v02,Reopen,Redeschide,action-i-x15-a01-v02,T-I-X15-A01-V02: exercise this exact variant in its applicable state; inherit parent guards.
I:X20-A02-V01,variant,I:X20-A02,X20,Expanded text editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Done,Focused/dirty; parent explicit-save/autosave; failure,color.action;color.focus;color.disabledText;color.surface,L05,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Variant “Done” of I:X20-A02. Collapse to parent; parent Save or durable checkpoint contract unchanged.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x20_a02_v01,Done,Gata,action-i-x20-a02-v01,T-I-X20-A02-V01: exercise this exact variant in its applicable state; inherit parent guards.
I:X20-A02-V02,variant,I:X20-A02,X20,Expanded text editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Back,Focused/dirty; parent explicit-save/autosave; failure,color.action;color.focus;color.disabledText;color.surface,L05,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Variant “Back” of I:X20-A02. Collapse to parent; parent Save or durable checkpoint contract unchanged.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x20_a02_v02,Back,Înapoi,action-i-x20-a02-v02,T-I-X20-A02-V02: exercise this exact variant in its applicable state; inherit parent guards.
F:S07-name,field,,S07,Customer editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S07 / CustomerEditorScreen,implemented field,C08,name,Empty/filled/focus/invalid/read-only as applicable; Required,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Customer name in listed S07 field order,Trim only at submission; required when marked; adopted general name/title bound120; preserve source-specific stricter rule. Never silently truncate. Save: Explicit parent Save,"Text / words capitalization; Next, last field Done; label/required/helper/error spoken. Public identification",field_s07_name,Customer name,Numele clientului,field-s07-name,"T-F-S07-name: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S07-contact,field,,S07,Customer editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S07 / CustomerEditorScreen,implemented field,C08,name,Empty/filled/focus/invalid/read-only as applicable; Optional,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Contact name in listed S07 field order,Trim only at submission; required when marked; adopted general name/title bound120; preserve source-specific stricter rule. Never silently truncate. Save: Explicit parent Save,"Text / words capitalization; Next, last field Done; label/required/helper/error spoken. Contact information",field_s07_contact,Contact name,Numele persoanei de contact,field-s07-contact,"T-F-S07-contact: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S07-phone,field,,S07,Customer editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S07 / CustomerEditorScreen,implemented field,C08,phone,Empty/filled/focus/invalid/read-only as applicable; Optional,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Phone in listed S07 field order,"Optional; allow international +, spaces and punctuation; do not promise valid/deliverable contact. Save: Explicit parent Save",Phone keyboard; Next; label/required/helper/error spoken. Contact information,field_s07_phone,Phone,Telefon,field-s07-phone,"T-F-S07-phone: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S07-email,field,,S07,Customer editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S07 / CustomerEditorScreen,implemented field,C08,email,Empty/filled/focus/invalid/read-only as applicable; Optional,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Email in listed S07 field order,Optional; basic structure validation only where existing save contract requires it. No lookup or delivery verification. Save: Explicit parent Save,Email keyboard / no autocorrect; Next; label/required/helper/error spoken. Contact information,field_s07_email,Email,E-mail,field-s07-email,"T-F-S07-email: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S07-notes,field,,S07,Customer editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S07 / CustomerEditorScreen,implemented field,C23,note,Empty/filled/focus/invalid/read-only as applicable; Optional,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk,L05,P04,Internal notes in listed S07 field order,Adopted notes bound4000; preserve full Unicode and lines; active required reasons nonblank; public/private explicit. Save: Explicit parent Save,Multiline text / sentence capitalization; Newline; label/required/helper/error spoken. Private — not on reports,field_s07_notes,Internal notes,Note interne,field-s07-notes,"T-F-S07-notes: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S07-first-site,field,,S07,Customer editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S07 / CustomerEditorScreen,adopted/pending field,C08,name,Empty/filled/focus/invalid/read-only as applicable; Creation only; required under adopted path,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,First site name in listed S07 field order,Trim only at submission; required when marked; adopted general name/title bound120; preserve source-specific stricter rule. Never silently truncate. Save: Explicit parent Save,"Text / words capitalization; Next, last field Done; label/required/helper/error spoken. Public identification",field_s07_first-site,First site name,Numele primei locații,field-s07-first-site,"T-F-S07-first-site: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S07-address,field,,S07,Customer editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S07 / CustomerEditorScreen,adopted/pending field,C08,short,Empty/filled/focus/invalid/read-only as applicable; Optional; creation first-site group,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Service address in listed S07 field order,Plain text; adopted short explanation/guidance bound500 when that field is governed by U2. No markup execution. Save: Explicit parent Save,Text / sentence capitalization; Next; label/required/helper/error spoken. Public address,field_s07_address,Service address,Adresa locației,field-s07-address,"T-F-S07-address: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S09-customer,field,,S09,Site editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S09 / SiteEditorScreen,adopted/pending field,C09,picker,Empty/filled/focus/invalid/read-only as applicable; Required/new or unused eligible,color.surface;color.textPrimary;color.textSecondary;color.icon;color.outlineDecorative;color.outlineControl;color.focus;color.errorInk,L05,P04,Customer in listed S09 field order,"Choose stable eligible ID, not display string. Clear only for explicitly optional relation; parent validates again at save. Save: Explicit parent Save",No IME until searchable chooser; enter/space opens; label/required/helper/error spoken. Public identification,field_s09_customer,Customer,Client,field-s09-customer,"T-F-S09-customer: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
F:S09-name,field,,S09,Site editor,app/src/main/java/com/v16studio/serviceloop/ui/DailyOperationsUi.kt,C:S09 / SiteEditorScreen,implemented field,C08,name,Empty/filled/focus/invalid/read-only as applicable; Required,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Site name in listed S09 field order,Trim only at submission; required when marked; adopted general name/title bound120; preserve source-specific stricter rule. Never silently truncate. Save: Explicit parent Save,"Text / words capitalization; Next, last field Done; label/required/helper/error spoken. Public identification",field_s09_name,Site name,Numele locației,field-s09-name,"T-F-S09-name: valid/empty/invalid/long Unicode, cancellation and interrupted-save cases."
